   0.000000,   0.000000,  -1.047198,  -0.362034,   0.000419,  -0.253500
    0.006218,  -0.009982,  -0.868113,  -0.325746,  -0.013704,  -0.253310
   -0.060907,   0.096319,  -0.706058,  -0.299357,  -0.025157,  -0.230767
   -0.127316,   0.200801,  -0.563867,  -0.271249,  -0.033877,  -0.207139
   -0.193235,   0.304507,  -0.447198,  -0.242161,  -0.038747,  -0.182323
   -0.258956,   0.407909,  -0.352390,  -0.212410,  -0.040154,  -0.156261
   -0.324637,   0.511236,  -0.275613,  -0.182143,  -0.038554,  -0.128920
   -0.354913,   0.558910,  -0.215203,  -0.159201,  -0.038887,  -0.110166
   -0.326394,   0.513997,  -0.169510,  -0.150039,  -0.045245,  -0.105732
   -0.260257,   0.409849,  -0.134713,  -0.151259,  -0.056076,  -0.108239
   -0.194217,   0.305857,  -0.107423,  -0.154729,  -0.066578,  -0.107755
   -0.167049,   0.263072,  -0.085543,  -0.142891,  -0.065805,  -0.096625
   -0.191590,   0.301693,  -0.067851,  -0.108651,  -0.049478,  -0.071670
   -0.245910,   0.387179,  -0.053511,  -0.061267,  -0.023760,  -0.038628
   -0.267621,   0.421328,  -0.042205,  -0.032722,  -0.009193,  -0.020908
   -0.265885,   0.418569,  -0.033349,  -0.017768,  -0.002606,  -0.013847
   -0.249949,   0.393548,  -0.026221,  -0.011178,  -0.000796,  -0.013153
   -0.225795,   0.355853,  -0.019939,  -0.009616,  -0.001711,  -0.015815
   -0.197780,   0.312149,  -0.014552,  -0.010848,  -0.003797,  -0.019616
   -0.169855,   0.268547,  -0.010004,  -0.012941,  -0.005733,  -0.022446
   -0.147147,   0.233147,  -0.006005,  -0.013394,  -0.006001,  -0.021450
   -0.127085,   0.201957,  -0.002095,  -0.012811,  -0.005435,  -0.015345
   -0.101218,   0.161426,   0.001390,  -0.015772,  -0.007119,  -0.011351
   -0.080634,   0.129019,   0.003839,  -0.017757,  -0.008144,  -0.008410
   -0.064239,   0.103114,   0.005621,  -0.018760,  -0.008803,  -0.006247
   -0.051178,   0.082410,   0.006926,  -0.018895,  -0.009221,  -0.004657
   -0.040772,   0.065864,   0.007822,  -0.018312,  -0.009425,  -0.003490
   -0.032480,   0.052641,   0.008376,  -0.017149,  -0.009444,  -0.002632
   -0.025871,   0.042075,   0.008658,  -0.015534,  -0.009317,  -0.002000
   -0.020601,   0.033633,   0.008737,  -0.013576,  -0.009084,  -0.001532
   -0.016403,   0.026886,   0.008345,  -0.011551,  -0.008743,  -0.001182
   -0.013056,   0.021495,   0.007457,  -0.009634,  -0.008347,  -0.000917
   -0.010385,   0.017189,   0.006318,  -0.007882,  -0.008007,  -0.000714
   -0.008249,   0.013752,   0.005164,  -0.006361,  -0.007846,  -0.000557
   -0.006538,   0.011012,   0.004261,  -0.005168,  -0.008024,  -0.000435
   -0.005160,   0.008834,   0.005337,  -0.004680,  -0.008014,  -0.000338
   -0.004046,   0.007108,   0.009980,  -0.005368,  -0.007465,  -0.000263
   -0.003145,   0.005745,   0.018074,  -0.008390,  -0.004352,  -0.000208
   -0.002414,   0.004678,   0.033016,  -0.015464,   0.002462,  -0.000171
   -0.001801,   0.003873,   0.050526,  -0.030446,   0.014782,  -0.000156
   -0.001207,   0.003385,   0.050527,  -0.050886,   0.027367,  -0.000152
   -0.000617,   0.003274,   0.040347,  -0.040803,   0.021475,  -0.000101
   -0.000123,   0.003161,   0.032218,  -0.032693,   0.016848,  -0.000065
    0.000297,   0.003062,   0.025727,  -0.026177,   0.013199,  -0.000039
    0.000660,   0.002984,   0.020543,  -0.020947,   0.010320,  -0.000020
    0.000979,   0.002933,   0.016404,  -0.016753,   0.008050,  -0.000007
    0.001265,   0.002907,   0.013099,  -0.013392,   0.006263,   0.000001
    0.001527,   0.002906,   0.010460,  -0.010701,   0.004859,   0.000007
    0.001566,   0.002738,   0.010461,   0.005923,  -0.012309,   0.000043
    0.001554,   0.002486,   0.012624,   0.020754,  -0.032252,   0.000071
    0.001435,   0.002164,   0.020211,   0.035074,  -0.055089,   0.000101
    0.001196,   0.001803,   0.027799,   0.045719,  -0.079750,   0.000129
    0.001020,   0.001461,  -0.004840,   0.048190,  -0.096552,   0.000141
    0.000888,   0.001179,  -0.025270,   0.047632,  -0.105164,   0.000148
    0.000789,   0.000949,  -0.038520,   0.046023,  -0.108793,   0.000154
    0.000714,   0.000763,  -0.047186,   0.044083,  -0.109399,   0.000161
    0.000657,   0.000613,  -0.052718,   0.042078,  -0.108126,   0.000168
    0.000613,   0.000491,  -0.055999,   0.040102,  -0.105654,   0.000175
    0.000579,   0.000394,  -0.057609,   0.038185,  -0.102400,   0.000182
    0.000550,   0.000315,  -0.057952,   0.036332,  -0.098629,   0.000189
    0.000526,   0.000252,  -0.057319,   0.034538,  -0.094513,   0.000194
    0.000505,   0.000202,  -0.055924,   0.032794,  -0.090166,   0.000199
    0.000486,   0.000161,  -0.054130,   0.030999,  -0.085635,   0.000202
    0.000470,   0.000128,  -0.052095,   0.029107,  -0.080974,   0.000203
    0.000456,   0.000102,  -0.049806,   0.027123,  -0.076247,   0.000201
    0.000440,   0.000082,  -0.047250,   0.025049,  -0.071498,   0.000197
    0.000423,   0.000065,  -0.044415,   0.022882,  -0.066758,   0.000190
    0.000405,   0.000052,  -0.041551,   0.020783,  -0.062017,   0.000183
    0.000389,   0.000041,  -0.038770,   0.018822,  -0.057277,   0.000176
    0.000372,   0.000032,  -0.036066,   0.016990,  -0.052551,   0.000169
    0.000356,   0.000026,  -0.033436,   0.015276,  -0.047849,   0.000162
    0.000339,   0.000020,  -0.030880,   0.013673,  -0.043174,   0.000153
    0.000322,   0.000016,  -0.028401,   0.012173,  -0.038528,   0.000144
    0.000305,   0.000013,  -0.026000,   0.010766,  -0.033911,   0.000134
    0.000287,   0.000010,  -0.023678,   0.009443,  -0.029323,   0.000123
    0.000268,   0.000008,  -0.021433,   0.008195,  -0.024762,   0.000111
    0.000248,   0.000006,  -0.019265,   0.007010,  -0.020229,   0.000098
    0.000219,   0.000005,  -0.016713,   0.005863,  -0.016073,   0.000084
    0.000179,   0.000004,  -0.013674,   0.004744,  -0.012419,   0.000069
    0.000142,   0.000003,  -0.010919,   0.003783,  -0.009476,   0.000056
    0.000112,   0.000002,  -0.008719,   0.003018,  -0.007233,   0.000045
    0.000088,   0.000002,  -0.006962,   0.002407,  -0.005521,   0.000036
    0.000070,   0.000002,  -0.005559,   0.001920,  -0.004213,   0.000029
    0.000055,   0.000001,  -0.004439,   0.001532,  -0.003214,   0.000023
    0.000044,   0.000001,  -0.003545,   0.001222,  -0.002450,   0.000018
    0.000034,   0.000001,  -0.002830,   0.000975,  -0.001866,   0.000015
    0.000027,   0.000001,  -0.002260,   0.000778,  -0.001419,   0.000012
    0.000022,   0.000001,  -0.001805,   0.000621,  -0.001077,   0.000009
    0.000017,   0.000000,  -0.001441,   0.000495,  -0.000815,   0.000007
    0.000013,   0.000000,  -0.001151,   0.000395,  -0.000615,   0.000006
    0.000011,   0.000000,  -0.000919,   0.000315,  -0.000462,   0.000005
    0.000008,   0.000000,  -0.000734,   0.000251,  -0.000344,   0.000004
    0.000007,   0.000000,  -0.000586,   0.000200,  -0.000255,   0.000003
    0.000005,   0.000000,  -0.000468,   0.000160,  -0.000186,   0.000002
    0.000004,   0.000000,  -0.000374,   0.000127,  -0.000134,   0.000002
    0.000003,   0.000000,  -0.000298,   0.000101,  -0.000094,   0.000001
    0.000003,   0.000000,  -0.000238,   0.000081,  -0.000063,   0.000001
    0.000002,   0.000000,  -0.000190,   0.000064,  -0.000039,   0.000001
    0.000002,   0.000000,  -0.000152,   0.000051,  -0.000021,   0.000001
    0.000001,   0.000000,  -0.000121,   0.000041,  -0.000007,   0.000001
    0.000001,   0.000000,  -0.000097,   0.000032,   0.000003,   0.000000
    0.000001,   0.000000,  -0.000077,   0.000025,   0.000012,   0.000000
    0.000001,   0.000000,  -0.000062,   0.000020,   0.000018,   0.000000
    0.000001,   0.000000,  -0.000049,   0.000016,   0.000023,   0.000000
    0.000000,   0.000000,  -0.000039,   0.000012,   0.000027,   0.000000
    0.000000,   0.000000,  -0.000031,   0.000010,   0.000030,   0.000000
    0.000000,   0.000000,  -0.000025,   0.000007,   0.000032,   0.000000
    0.000000,   0.000000,  -0.000020,   0.000006,   0.000034,   0.000000
    0.000000,   0.000000,  -0.000016,   0.000004,   0.000035,   0.000000
    0.000000,   0.000000,  -0.000013,   0.000003,   0.000037,   0.000000
    0.000000,   0.000000,  -0.000010,   0.000002,   0.000038,   0.000000
    0.000000,   0.000000,  -0.000008,   0.000001,   0.000038,   0.000000
    0.000000,   0.000000,  -0.000007,   0.000001,   0.000039,   0.000000
    0.000000,   0.000000,  -0.000005,   0.000000,   0.000040,   0.000000
    0.000000,   0.000000,  -0.000004,  -0.000000,   0.000040,  -0.000000
    0.000000,   0.000000,  -0.000003,  -0.000000,   0.000041,  -0.000000
    0.000000,   0.000000,  -0.000003,  -0.000001,   0.000041,  -0.000000
    0.000000,   0.000000,  -0.000002,  -0.000001,   0.000041,  -0.000000
    0.000000,   0.000000,  -0.000002,  -0.000001,   0.000042,  -0.000000
    0.000000,   0.000000,  -0.000001,  -0.000001,   0.000042,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000001,   0.000042,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000001,   0.000043,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000043,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000043,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000043,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000044,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000044,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000044,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000044,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000045,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000002,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000002,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000047,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000003,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000046,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,  -0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
    0.000000,   0.000000,   0.000000,  -0.000004,   0.000045,  -0.000000
