   1.047198,   0.200000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000 ,  0.000000
    1.047279,   0.199905,   0.000030,  -0.002865,   0.012582,  -0.000565,  -0.012017,  -0.007689,  -0.003404,   0.001390,  -0.002082,   0.000068 ,  0.000000
    1.047279,   0.202826,   0.005090,  -0.003834,   0.135582,  -0.123565,  -0.135017,  -0.016613,   0.119596,   0.124390,   0.120918,   0.123068 ,  0.000000
    1.047466,   0.203432,   0.006579,  -0.009177,   0.252895,  -0.246565,  -0.038544,  -0.021751,   0.146496,   0.162093,   0.150845,   0.157744 ,  0.000000
    1.047603,   0.203632,   0.007257,  -0.014443,   0.316493,  -0.351259,   0.002845,  -0.026790,   0.155965,   0.179693,   0.162539,   0.173119 ,  0.000000
    1.047735,   0.203678,   0.007656,  -0.019682,   0.363912,  -0.423445,   0.027902,  -0.031747,   0.158902,   0.190463,   0.167612,   0.181753 ,  0.000000
    1.047861,   0.203677,   0.007965,  -0.024903,   0.404469,  -0.481563,   0.045751,  -0.036617,   0.159878,   0.198985,   0.170638,   0.188224 ,  0.000000
    1.047982,   0.203655,   0.008225,  -0.030115,   0.440835,  -0.531009,   0.059115,  -0.041392,   0.159920,   0.206278,   0.172643,   0.193556 ,  0.000000
    1.048097,   0.203622,   0.008452,  -0.035324,   0.474252,  -0.574318,   0.069288,  -0.046064,   0.159451,   0.212740,   0.174039,   0.198152 ,  0.000000
    1.048206,   0.203583,   0.008656,  -0.040539,   0.505424,  -0.612940,   0.077017,  -0.050626,   0.158691,   0.218561,   0.175039,   0.202214 ,  0.000000
    1.048307,   0.203541,   0.008839,  -0.045768,   0.534796,  -0.647802,   0.082781,  -0.055070,   0.157778,   0.223842,   0.175768,   0.205852 ,  0.000000
    1.048401,   0.203499,   0.009005,  -0.051019,   0.562673,  -0.679541,   0.086914,  -0.059388,   0.156808,   0.228633,   0.176309,   0.209133 ,  0.000000
    1.048485,   0.203458,   0.009155,  -0.056299,   0.589273,  -0.708620,   0.089659,  -0.063573,   0.155854,   0.232961,   0.176720,   0.212096 ,  0.000000
    1.048559,   0.203421,   0.009290,  -0.061617,   0.614761,  -0.735387,   0.091202,  -0.067616,   0.154976,   0.236832,   0.177044,   0.214764 ,  0.000000
    1.048622,   0.203388,   0.009409,  -0.066981,   0.639261,  -0.760114,   0.091689,  -0.071510,   0.154226,   0.240241,   0.177317,   0.217150 ,  0.000000
    1.048673,   0.203360,   0.009513,  -0.072398,   0.662873,  -0.783020,   0.091236,  -0.075246,   0.153652,   0.243173,   0.177567,   0.219258 ,  0.000000
    1.048710,   0.203340,   0.009601,  -0.077876,   0.685678,  -0.804280,   0.089942,  -0.078816,   0.153299,   0.245606,   0.177818,   0.221087 ,  0.000000
    1.048732,   0.203328,   0.009672,  -0.083424,   0.707742,  -0.824043,   0.087886,  -0.082212,   0.153210,   0.247513,   0.178092,   0.222631 ,  0.000000
    1.048739,   0.203325,   0.009725,  -0.089048,   0.729119,  -0.842431,   0.085139,  -0.085426,   0.153427,   0.248862,   0.178408,   0.223881 ,  0.000000
    1.048727,   0.203333,   0.009760,  -0.094756,   0.749854,  -0.859552,   0.081760,  -0.088449,   0.153990,   0.249617,   0.178783,   0.224824 ,  0.000000
    1.048696,   0.203353,   0.009776,  -0.100557,   0.769988,  -0.875496,   0.077800,  -0.091273,   0.154941,   0.249738,   0.179233,   0.225445 ,  0.000000
    1.048644,   0.203385,   0.009770,  -0.106457,   0.789554,  -0.890344,   0.073307,  -0.093891,   0.156319,   0.249181,   0.179774,   0.225726 ,  0.000000
    1.048570,   0.203431,   0.009742,  -0.112463,   0.808580,  -0.904164,   0.068320,  -0.096293,   0.158166,   0.247902,   0.180419,   0.225648 ,  0.000000
    1.048472,   0.203493,   0.009690,  -0.118584,   0.827093,  -0.917020,   0.062876,  -0.098473,   0.160520,   0.245850,   0.181181,   0.225189 ,  0.000000
    1.048348,   0.203571,   0.009613,  -0.124826,   0.845114,  -0.928966,   0.057009,  -0.100422,   0.163422,   0.242975,   0.182072,   0.224325 ,  0.000000
    1.048196,   0.203666,   0.009509,  -0.131195,   0.862664,  -0.940053,   0.050748,  -0.102132,   0.166910,   0.239224,   0.183103,   0.223031 ,  0.000000
    1.048016,   0.203780,   0.009377,  -0.137698,   0.879759,  -0.950327,   0.044120,  -0.103596,   0.171022,   0.234542,   0.184283,   0.221280 ,  0.000000
    1.047804,   0.203913,   0.009214,  -0.144342,   0.896417,  -0.959827,   0.037151,  -0.104808,   0.175796,   0.228871,   0.185622,   0.219045 ,  0.000000
    1.047559,   0.204068,   0.009020,  -0.151133,   0.912650,  -0.968591,   0.029863,  -0.105759,   0.181268,   0.222155,   0.187126,   0.216297 ,  0.000000
    1.047280,   0.204244,   0.008791,  -0.158075,   0.928472,  -0.976653,   0.022278,  -0.106444,   0.187473,   0.214334,   0.188803,   0.213004 ,  0.000000
