   0.000000,   0.000000,  -1.047198,  -0.362034,   0.000419,  -0.253500
    0.000000,  -0.000000,  -1.036726,  -0.358434,   0.000395,  -0.253478
    0.064999,  -0.110928,  -1.025490,  -0.354544,  -0.002796,  -0.272878
    0.017010,  -0.029027,  -1.016447,  -0.334234,   0.009568,  -0.253831
    0.016840,  -0.028737,  -1.006282,  -0.330997,   0.009376,  -0.250880
    0.016672,  -0.028450,  -0.996220,  -0.327762,   0.009205,  -0.248167
    0.016505,  -0.028166,  -0.986257,  -0.324549,   0.009044,  -0.245547
    0.016340,  -0.027885,  -0.976395,  -0.321362,   0.008888,  -0.242988
    0.016177,  -0.027606,  -0.966631,  -0.318202,   0.008738,  -0.240476
    0.016015,  -0.027330,  -0.956964,  -0.315071,   0.008592,  -0.238002
    0.015856,  -0.027057,  -0.947395,  -0.311967,   0.008451,  -0.235563
    0.015697,  -0.026787,  -0.937921,  -0.308891,   0.008315,  -0.233156
    0.015540,  -0.026519,  -0.928542,  -0.305843,   0.008183,  -0.230779
    0.015385,  -0.026254,  -0.919256,  -0.302823,   0.008056,  -0.228431
    0.015232,  -0.025992,  -0.910064,  -0.299829,   0.007934,  -0.226110
    0.015079,  -0.025732,  -0.900963,  -0.296863,   0.007817,  -0.223815
    0.014929,  -0.025475,  -0.891953,  -0.293923,   0.007706,  -0.221546
    0.014780,  -0.025220,  -0.883034,  -0.291010,   0.007601,  -0.219302
    0.014632,  -0.024968,  -0.874203,  -0.288122,   0.007501,  -0.217083
    0.014486,  -0.024718,  -0.865461,  -0.285259,   0.007408,  -0.214887
    0.014342,  -0.024471,  -0.856807,  -0.282422,   0.007322,  -0.212714
    0.014198,  -0.024226,  -0.848239,  -0.279610,   0.007243,  -0.210565
    0.014057,  -0.023984,  -0.839756,  -0.276821,   0.007172,  -0.208438
    0.013916,  -0.023744,  -0.831359,  -0.274057,   0.007109,  -0.206334
    0.013777,  -0.023506,  -0.823045,  -0.271317,   0.007055,  -0.204251
    0.013640,  -0.023271,  -0.814815,  -0.268599,   0.007009,  -0.202190
    0.013504,  -0.023038,  -0.806666,  -0.265905,   0.006972,  -0.200150
    0.013369,  -0.022807,  -0.798600,  -0.263233,   0.006946,  -0.198132
    0.013235,  -0.022579,  -0.790614,  -0.260583,   0.006929,  -0.196134
    0.013103,  -0.022352,  -0.782708,  -0.257955,   0.006923,  -0.194156
    0.012972,  -0.022128,  -0.774881,  -0.255349,   0.006928,  -0.192199
    0.012842,  -0.021907,  -0.767132,  -0.252764,   0.006944,  -0.190261
    0.012714,  -0.021687,  -0.759460,  -0.250200,   0.006972,  -0.188344
    0.012587,  -0.021470,  -0.751866,  -0.247657,   0.007013,  -0.186445
    0.012461,  -0.021255,  -0.744347,  -0.245134,   0.007065,  -0.184566
    0.012337,  -0.021041,  -0.736904,  -0.242632,   0.007130,  -0.182706
    0.012213,  -0.020830,  -0.729535,  -0.240150,   0.007208,  -0.180865
    0.012091,  -0.020621,  -0.722239,  -0.237688,   0.007299,  -0.179042
    0.011970,  -0.020415,  -0.715017,  -0.235245,   0.007403,  -0.177238
    0.011850,  -0.020210,  -0.707867,  -0.232822,   0.007520,  -0.175452
    0.011731,  -0.020007,  -0.700788,  -0.230419,   0.007651,  -0.173684
    0.011613,  -0.019806,  -0.693780,  -0.228035,   0.007795,  -0.171934
    0.011497,  -0.019607,  -0.686843,  -0.225670,   0.007953,  -0.170201
    0.011381,  -0.019410,  -0.679974,  -0.223325,   0.008123,  -0.168486
    0.011267,  -0.019215,  -0.673174,  -0.220999,   0.008306,  -0.166788
    0.011153,  -0.019022,  -0.666443,  -0.218693,   0.008502,  -0.165107
    0.011041,  -0.018831,  -0.659778,  -0.216405,   0.008711,  -0.163443
    0.010929,  -0.018642,  -0.653181,  -0.214138,   0.008931,  -0.161795
    0.010819,  -0.018455,  -0.646649,  -0.211889,   0.009162,  -0.160165
    0.010709,  -0.018269,  -0.640182,  -0.209660,   0.009405,  -0.158550
    0.010601,  -0.018086,  -0.633781,  -0.207451,   0.009657,  -0.156952
    0.010493,  -0.017904,  -0.627443,  -0.205261,   0.009919,  -0.155370
    0.010386,  -0.017724,  -0.621168,  -0.203091,   0.010190,  -0.153804
    0.010280,  -0.017546,  -0.614957,  -0.200941,   0.010469,  -0.152253
    0.010176,  -0.017370,  -0.608807,  -0.198811,   0.010755,  -0.150718
    0.010072,  -0.017195,  -0.602719,  -0.196701,   0.011048,  -0.149199
    0.009968,  -0.017022,  -0.596692,  -0.194611,   0.011345,  -0.147695
    0.009866,  -0.016851,  -0.590725,  -0.192542,   0.011648,  -0.146205
    0.009765,  -0.016681,  -0.584818,  -0.190493,   0.011953,  -0.144731
    0.009664,  -0.016514,  -0.578970,  -0.188465,   0.012261,  -0.143272
    0.009564,  -0.016348,  -0.573180,  -0.186458,   0.012571,  -0.141828
    0.009465,  -0.016183,  -0.567448,  -0.184471,   0.012881,  -0.140398
    0.009367,  -0.016021,  -0.561774,  -0.182505,   0.013190,  -0.138983
    0.009270,  -0.015859,  -0.556156,  -0.180561,   0.013498,  -0.137581
    0.009173,  -0.015700,  -0.550595,  -0.178637,   0.013803,  -0.136195
    0.009077,  -0.015542,  -0.545089,  -0.176734,   0.014106,  -0.134822
    0.008982,  -0.015386,  -0.539638,  -0.174852,   0.014404,  -0.133463
    0.008888,  -0.015231,  -0.534242,  -0.172991,   0.014697,  -0.132117
    0.008795,  -0.015078,  -0.528899,  -0.171151,   0.014984,  -0.130786
    0.008702,  -0.014926,  -0.523610,  -0.169332,   0.015265,  -0.129468
    0.008610,  -0.014776,  -0.518374,  -0.167534,   0.015538,  -0.128163
    0.008519,  -0.014627,  -0.513191,  -0.165756,   0.015804,  -0.126872
    0.008429,  -0.014480,  -0.508059,  -0.163999,   0.016061,  -0.125593
    0.008340,  -0.014334,  -0.502978,  -0.162262,   0.016310,  -0.124328
    0.008251,  -0.014190,  -0.497949,  -0.160546,   0.016549,  -0.123076
    0.008163,  -0.014047,  -0.492969,  -0.158850,   0.016779,  -0.121836
    0.008076,  -0.013906,  -0.488040,  -0.157173,   0.016999,  -0.120609
    0.007990,  -0.013766,  -0.483159,  -0.155517,   0.017208,  -0.119394
    0.007904,  -0.013628,  -0.478328,  -0.153880,   0.017407,  -0.118192
    0.007819,  -0.013491,  -0.473545,  -0.152262,   0.017596,  -0.117002
    0.007735,  -0.013355,  -0.468809,  -0.150664,   0.017774,  -0.115824
    0.007652,  -0.013220,  -0.464121,  -0.149084,   0.017941,  -0.114658
    0.007570,  -0.013087,  -0.459480,  -0.147523,   0.018097,  -0.113504
    0.007488,  -0.012956,  -0.454886,  -0.145981,   0.018243,  -0.112362
    0.007408,  -0.012825,  -0.450337,  -0.144457,   0.018378,  -0.111232
